,osmid,x,y
8783,8783,-79.2532817,43.8389946
8784,8784,-79.2544115,43.8390517
8785,8785,-79.2627729,43.8394473
8786,8786,-79.2638035,43.8395527
8787,8787,-79.3576794,43.8120368
8788,8788,-79.3575595,43.8120667
8789,8789,-79.3552958,43.8125417
8790,8790,-79.3551509,43.812576
8791,8791,-79.3579397,43.8127904
8792,8792,-79.3781335,43.9101943
8793,8793,-79.3782348,43.9102825
8794,8794,-79.3783441,43.9103524
8795,8795,-79.3787338,43.9105322
8796,8796,-79.3774352,43.9108364
8797,8797,-79.3800275,43.9116727
8798,8798,-79.3752993,43.9124333
8799,8799,-79.37783,43.8909419
8800,8800,-79.3791028,43.8963558
8801,8801,-79.3787284,43.8969374
8802,8802,-79.3789013,43.8969751
8803,8803,-79.3785272,43.897493
8804,8804,-79.377358,43.9012068
8805,8805,-79.3778739,43.902597
8806,8806,-79.3780764,43.9026287
8807,8807,-79.3792593,43.9054194
8808,8808,-79.379311,43.9055256
8809,8809,-79.377194,43.8905888
8810,8810,-79.3684902,43.8884072
8811,8811,-79.3690123,43.888716
8812,8812,-79.3689318,43.8887895
8813,8813,-79.3737437,43.8896888
8814,8814,-79.3744934,43.889841
8815,8815,-79.3737123,43.8897993
8816,8816,-79.3736036,43.9113634
8817,8817,-79.3738969,43.9117241
8818,8818,-79.3748783,43.9166298
8819,8819,-79.2148732,43.8640675
8820,8820,-79.216112,43.8644454
8821,8821,-79.21581,43.8651244
8822,8822,-79.2138127,43.8652608
8823,8823,-79.2153106,43.8658412
8824,8824,-79.2145838,43.8663773
8825,8825,-79.2140158,43.8669266
8826,8826,-79.2128188,43.8672351
8827,8827,-79.2137343,43.8674499
8828,8828,-79.2138341,43.8682249
8829,8829,-79.2139067,43.8686732
8830,8830,-79.214075,43.8687797
8831,8831,-79.2139203,43.8687907
8832,8832,-79.2118048,43.8692091
8833,8833,-79.2115287,43.8692416
8834,8834,-79.2165894,43.8705026
8835,8835,-79.2120644,43.8709119
8836,8836,-79.301033,43.8852308
8837,8837,-79.3730125,43.8841571
8838,8838,-79.3732675,43.8846294
8839,8839,-79.3732977,43.8847259
8840,8840,-79.3720522,43.9012523
8841,8841,-79.3719276,43.9012748
8842,8842,-79.3717095,43.9013004
8843,8843,-79.3715448,43.9013325
8844,8844,-79.3710807,43.9013979
8845,8845,-79.371274,43.9021488
8846,8846,-79.362991,43.850197
8847,8847,-79.3624438,43.8503569
8848,8848,-79.3596123,43.8504056
8849,8849,-79.3598434,43.8504137
8850,8850,-79.3600775,43.8504222
8851,8851,-79.3618481,43.8504778
8852,8852,-79.3604761,43.8505605
8853,8853,-79.3616571,43.8510378
8854,8854,-79.3614282,43.8510739
8855,8855,-79.3600293,43.8510953
8856,8856,-79.3597991,43.8511253
8857,8857,-79.3595876,43.851157
8858,8858,-79.3593781,43.8511859
8859,8859,-79.3620797,43.8513131
8860,8860,-79.3617368,43.8513639
8861,8861,-79.3617807,43.8515434
8862,8862,-79.3619024,43.8520412
8863,8863,-79.3614008,43.8523561
8864,8864,-79.3611918,43.8523845
8865,8865,-79.3609759,43.8524138
8866,8866,-79.3607547,43.8524438
8867,8867,-79.3616896,43.8525344
8868,8868,-79.3614477,43.8525859
8869,8869,-79.3612687,43.8526754
8870,8870,-79.3610677,43.8527518
8871,8871,-79.3617487,43.8527635
8872,8872,-79.3608576,43.8528317
8873,8873,-79.3605168,43.8531548
8874,8874,-79.3607724,43.8532497
8875,8875,-79.3600181,43.8532298
8876,8876,-79.3607161,43.853307
8877,8877,-79.3626031,43.8489895
8878,8878,-79.3626552,43.849112
8879,8879,-79.362609,43.8493578
8880,8880,-79.3624788,43.849384
8881,8881,-79.3615104,43.8496745
8882,8882,-79.3636369,43.8499312
8883,8883,-79.3637758,43.8499367
8884,8884,-79.3637245,43.8503685
8885,8885,-79.363875,43.8503925
8886,8886,-79.3631604,43.8505407
8887,8887,-79.3641242,43.8504928
8888,8888,-79.365642,43.8505549
8889,8889,-79.3647399,43.8506948
8890,8890,-79.365399,43.8507418
8891,8891,-79.36303,43.8507383
8892,8892,-79.3650284,43.8508483
8893,8893,-79.3647959,43.8508991
8894,8894,-79.3657004,43.8509358
8895,8895,-79.3643152,43.8509898
8896,8896,-79.3623067,43.8510298
8897,8897,-79.3625336,43.8509896
8898,8898,-79.3651147,43.8510513
8899,8899,-79.3660555,43.8511259
8900,8900,-79.3632536,43.8512213
8901,8901,-79.3651613,43.8512122
8902,8902,-79.3638691,43.8513125
8903,8903,-79.3634611,43.8513049
8904,8904,-79.3627521,43.8513257
8905,8905,-79.3652227,43.8513628
8906,8906,-79.3624719,43.8513965
8907,8907,-79.3622096,43.8514091
8908,8908,-79.3641567,43.8514263
8909,8909,-79.3621227,43.8514678
8910,8910,-79.3639385,43.851472
8911,8911,-79.3622317,43.8514747
8912,8912,-79.3664105,43.8515169
8913,8913,-79.3652947,43.8515364
8914,8914,-79.3642204,43.8515802
8915,8915,-79.3657333,43.8516728
8916,8916,-79.3642866,43.8517361
8917,8917,-79.3640796,43.8517905
8918,8918,-79.3658447,43.8518914
8919,8919,-79.3122201,43.8545399
8920,8920,-79.3147926,43.8624168
8921,8921,-79.3133492,43.8503822
8922,8922,-79.313531,43.8503943
8923,8923,-79.3137447,43.8504086
8924,8924,-79.3139748,43.850424
8925,8925,-79.3141991,43.8504391
8926,8926,-79.3144177,43.8504537
8927,8927,-79.3146543,43.8504695
8928,8928,-79.313286,43.8508603
8929,8929,-79.313465,43.8508741
8930,8930,-79.3136716,43.85089
8931,8931,-79.3139119,43.8509086
8932,8932,-79.3141335,43.8509257
8933,8933,-79.3143495,43.8509423
8934,8934,-79.3145823,43.8509603
8935,8935,-79.313596,43.8513868
8936,8936,-79.3138478,43.8514019
8937,8937,-79.3140666,43.8514228
8938,8938,-79.3142803,43.8514391
8939,8939,-79.3132063,43.8514622
8940,8940,-79.3134252,43.851478
8941,8941,-79.316968,43.852217
8942,8942,-79.3172278,43.8524245
8943,8943,-79.3303722,43.8567521
8944,8944,-79.3302379,43.8567849
8945,8945,-79.3303715,43.8570376
8946,8946,-79.308505,43.859236
8947,8947,-79.3090234,43.8596015
8948,8948,-79.3087258,43.8596408
8949,8949,-79.3039197,43.8607322
8950,8950,-79.3058161,43.8742508
8951,8951,-79.3064897,43.8751105
8952,8952,-79.3060692,43.875208
8953,8953,-79.3055379,43.8753311
8954,8954,-79.3061956,43.8722951
8955,8955,-79.314579,43.8723422
8956,8956,-79.305836,43.8724732
8957,8957,-79.3051644,43.8726132
8958,8958,-79.3089739,43.8742636
8959,8959,-79.3197626,43.8744416
8960,8960,-79.3720227,43.8664907
8961,8961,-79.3718104,43.8665379
8962,8962,-79.371232,43.8665536
8963,8963,-79.3716044,43.8665838
8964,8964,-79.3716426,43.8666631
8965,8965,-79.372101,43.8666954
8966,8966,-79.3713157,43.8667256
8967,8967,-79.3718891,43.8667413
8968,8968,-79.3716999,43.8667822
8969,8969,-79.3701977,43.8669864
8970,8970,-79.3706935,43.8670001
8971,8971,-79.371555,43.8670217
8972,8972,-79.3710597,43.8671318
8973,8973,-79.3705857,43.8672372
8974,8974,-79.3716588,43.8673108
8975,8975,-79.3716588,43.8673802
8976,8976,-79.3714926,43.8674987
8977,8977,-79.3671153,43.8854475
8978,8978,-79.367278,43.8858541
8979,8979,-79.367152,43.8858829
8980,8980,-79.3673129,43.8859819
8981,8981,-79.3671871,43.8860089
8982,8982,-79.3673537,43.8863916
8983,8983,-79.3739123,43.9032834
8984,8984,-79.3739751,43.9033827
8985,8985,-79.373071,43.9034844
8986,8986,-79.3730908,43.9035824
8987,8987,-79.3741014,43.9035826
8988,8988,-79.3731357,43.903805
8989,8989,-79.3550046,43.8834749
8990,8990,-79.3536688,43.8834776
8991,8991,-79.3563628,43.884181
8992,8992,-79.356121,43.884436
8993,8993,-79.3867483,43.8432782
8994,8994,-79.3862339,43.8433941
8995,8995,-79.3796375,43.842569
8996,8996,-79.3788991,43.8427419
8997,8997,-79.3797159,43.8427515
8998,8998,-79.379786,43.8429144
8999,8999,-79.3789711,43.8429246
9000,9000,-79.3780503,43.8429407
9001,9001,-79.3798474,43.8430572
9002,9002,-79.3790818,43.8430702
9003,9003,-79.3786369,43.8431686
9004,9004,-79.3781485,43.8431747
9005,9005,-79.3792045,43.843204
9006,9006,-79.3799138,43.8432115
9007,9007,-79.3786964,43.8433201
9008,9008,-79.3792709,43.8433561
9009,9009,-79.3799835,43.8433737
9010,9010,-79.3793404,43.8435155
9011,9011,-79.3800528,43.8435349
9012,9012,-79.3788185,43.8436306
9013,9013,-79.3794088,43.8436721
9014,9014,-79.3801149,43.8436792
9015,9015,-79.3798952,43.8437286
9016,9016,-79.3788791,43.843785
9017,9017,-79.3794746,43.843823
9018,9018,-79.3789412,43.8439428
9019,9019,-79.3784863,43.8439798
9020,9020,-79.3777492,43.8441434
9021,9021,-79.3788066,43.8442076
9022,9022,-79.3801493,43.8442826
9023,9023,-79.3778402,43.8442959
9024,9024,-79.3775194,43.8443709
9025,9025,-79.3789005,43.8444227
9026,9026,-79.3802198,43.8444363
9027,9027,-79.379166,43.8445147
9028,9028,-79.3792291,43.8446754
9029,9029,-79.3790288,43.8447165
9030,9030,-79.3564285,43.8653453
9031,9031,-79.2767425,43.8629175
9032,9032,-79.3515042,43.8248121
9033,9033,-79.3524477,43.8251355
9034,9034,-79.3517165,43.8252117
9035,9035,-79.3515321,43.8252466
9036,9036,-79.3517343,43.8253143
9037,9037,-79.3515611,43.8253476
9038,9038,-79.3507268,43.825478
9039,9039,-79.3517622,43.8257635
9040,9040,-79.302751,43.9433877
9041,9041,-79.2943209,43.9396682
9042,9042,-79.2927339,43.9397777
9043,9043,-79.2913078,43.9405694
9044,9044,-79.2953583,43.9416669
9045,9045,-79.295062,43.9417352
9046,9046,-79.2931629,43.9421675
9047,9047,-79.2916277,43.942516
9048,9048,-79.2971244,43.9395926
9049,9049,-79.2960533,43.9404116
9050,9050,-79.296344,43.9414395
9051,9051,-79.2864986,43.942316
9052,9052,-79.2826719,43.94287
9053,9053,-79.2868682,43.9436001
9054,9054,-79.2864916,43.9436855
9055,9055,-79.2844708,43.9439423
9056,9056,-79.2845638,43.9441225
9057,9057,-79.2844719,43.9444052
9058,9058,-79.2830545,43.9444646
9059,9059,-79.2822744,43.9446414
9060,9060,-79.2821006,43.9446808
9061,9061,-79.2832844,43.944826
9062,9062,-79.2804276,43.9450595
9063,9063,-79.2801328,43.9451242
9064,9064,-79.2798976,43.9451758
9065,9065,-79.2835135,43.9451794
9066,9066,-79.2837379,43.945203
9067,9067,-79.2805106,43.9452182
9068,9068,-79.2794754,43.9452685
9069,9069,-79.2792107,43.9453266
9070,9070,-79.2823574,43.9460867
9071,9071,-79.2457029,43.9421034
9072,9072,-79.3594724,43.8763278
9073,9073,-79.3596466,43.8764439
9074,9074,-79.3597364,43.8765048
9075,9075,-79.3596947,43.8766088
9076,9076,-79.2158935,43.8623693
9077,9077,-79.3259973,43.9259317
9078,9078,-79.321045,43.9264297
9079,9079,-79.3234973,43.9315852
9080,9080,-79.3243774,43.9320569
9081,9081,-79.3236215,43.9321829
9082,9082,-79.3234555,43.9326738
9083,9083,-79.3235593,43.9329791
9084,9084,-79.3238677,43.9343459
9085,9085,-79.3238048,43.9343942
9086,9086,-79.323879,43.9346361
9087,9087,-79.3246171,43.9212284
9088,9088,-79.324979,43.92125
9089,9089,-79.3244548,43.9212603
9090,9090,-79.3246602,43.9212664
9091,9091,-79.3254819,43.9213539
9092,9092,-79.3250126,43.9214094
9093,9093,-79.3250691,43.9216777
9094,9094,-79.324793,43.9217208
9095,9095,-79.3245512,43.9217585
9096,9096,-79.3239853,43.9219548
9097,9097,-79.3241222,43.9219793
9098,9098,-79.323235,43.9220091
9099,9099,-79.3231343,43.9222477
9100,9100,-79.3228991,43.9223009
9101,9101,-79.322867,43.9224818
9102,9102,-79.3226481,43.9225617
9103,9103,-79.3244171,43.9225889
9104,9104,-79.3230128,43.923395
9105,9105,-79.3222361,43.923652
9106,9106,-79.321065,43.9240245
9107,9107,-79.3212903,43.924349
9108,9108,-79.3249159,43.9243552
9109,9109,-79.3217616,43.9243981
9110,9110,-79.3232113,43.924499
9111,9111,-79.3208576,43.9245326
9112,9112,-79.3250554,43.9245362
9113,9113,-79.3240985,43.9245635
9114,9114,-79.3212844,43.924571
9115,9115,-79.3256975,43.9246782
9116,9116,-79.3232814,43.9247161
9117,9117,-79.3252487,43.9247871
9118,9118,-79.3229625,43.9248021
9119,9119,-79.3242526,43.9248627
9120,9120,-79.3246492,43.9249326
9121,9121,-79.3203682,43.9249576
9122,9122,-79.3243303,43.92501
9123,9123,-79.3241405,43.925056
9124,9124,-79.3239107,43.9251118
9125,9125,-79.3236783,43.9251682
9126,9126,-79.321314,43.9252329
9127,9127,-79.3200809,43.9252371
9128,9128,-79.323386,43.9252391
9129,9129,-79.3208516,43.9252926
9130,9130,-79.3216253,43.925361
9131,9131,-79.3242913,43.9253697
9132,9132,-79.3204485,43.9254037
9133,9133,-79.3214803,43.925408
9134,9134,-79.324044,43.925418
9135,9135,-79.3202855,43.9254229
9136,9136,-79.3238134,43.9254572
9137,9137,-79.3202706,43.9255275
9138,9138,-79.320573,43.9255275
9139,9139,-79.3201343,43.9255403
9140,9140,-79.320681,43.9255477
9141,9141,-79.3209405,43.9255531
9142,9142,-79.3225573,43.9255533
9143,9143,-79.3211984,43.9255937
9144,9144,-79.3218772,43.9257025
9145,9145,-79.3216549,43.9257495
9146,9146,-79.3216431,43.9258947
9147,9147,-79.3212732,43.9261778
9148,9148,-79.3194377,43.9263836
9149,9149,-79.3240216,43.9264257
9150,9150,-79.3196103,43.9264982
9151,9151,-79.3199273,43.9265046
9152,9152,-79.3261823,43.9266805
9153,9153,-79.3253082,43.9269278
9154,9154,-79.3149867,43.9270689
9155,9155,-79.3254609,43.9271118
9156,9156,-79.2534964,43.9262851
9157,9157,-79.2470241,43.927711
9158,9158,-79.2694516,43.9155704
9159,9159,-79.2624724,43.9170707
9160,9160,-79.280288,43.887765
9161,9161,-79.2801873,43.8877919
9162,9162,-79.2803345,43.887995
9163,9163,-79.2839241,43.8867237
9164,9164,-79.2840509,43.8874287
9165,9165,-79.283864,43.8876778
9166,9166,-79.2837006,43.8877518
9167,9167,-79.2837193,43.8878393
9168,9168,-79.3111649,43.8934845
9169,9169,-79.3112457,43.8935602
9170,9170,-79.2859446,43.9054327
9171,9171,-79.2856817,43.9054954
9172,9172,-79.2857971,43.9057928
9173,9173,-79.285372,43.9058837
9174,9174,-79.3073667,43.8940724
9175,9175,-79.3069955,43.8941586
9176,9176,-79.307263,43.8947856
9177,9177,-79.291026,43.8942633
9178,9178,-79.2912111,43.8945959
9179,9179,-79.2914601,43.895924
9180,9180,-79.2998633,43.8961134
9181,9181,-79.2998709,43.8962077
9182,9182,-79.3000156,43.8964465
9183,9183,-79.2881541,43.9014969
9184,9184,-79.2880076,43.9015802
9185,9185,-79.2883503,43.9019231
9186,9186,-79.2881728,43.9019491
9187,9187,-79.2880607,43.901992
9188,9188,-79.2885715,43.9025628
9189,9189,-79.2882662,43.9026107
9190,9190,-79.3666725,43.8489713
9191,9191,-79.3675368,43.8492251
9192,9192,-79.368626,43.8492787
9193,9193,-79.3664931,43.8493304
9194,9194,-79.3664236,43.8494774
9195,9195,-79.3690005,43.8500121
9196,9196,-79.2702447,43.897416
9197,9197,-79.26942,43.89751
9198,9198,-79.26857,43.89763
9199,9199,-79.2515095,43.8949701
9200,9200,-79.2520328,43.8954184
9201,9201,-79.2519228,43.8954376
9202,9202,-79.2517274,43.8954717
9203,9203,-79.2520559,43.8957588
9204,9204,-79.2518313,43.8958731
9205,9205,-79.2508865,43.8961543
9206,9206,-79.250553,43.8962271
9207,9207,-79.2505848,43.8963
9208,9208,-79.2508693,43.8964738
9209,9209,-79.2509718,43.8967261
9210,9210,-79.2502791,43.8970849
9211,9211,-79.2533621,43.897135
9212,9212,-79.2499295,43.8971751
9213,9213,-79.2536938,43.8974363
9214,9214,-79.2549576,43.8975811
9215,9215,-79.2504399,43.8977616
9216,9216,-79.2561418,43.8978021
9217,9217,-79.2537896,43.897842
9218,9218,-79.2503011,43.897864
9219,9219,-79.2560149,43.8978826
9220,9220,-79.2538293,43.897927
9221,9221,-79.2556449,43.8979775
9222,9222,-79.2534427,43.8980212
9223,9223,-79.2503135,43.898168
9224,9224,-79.2547764,43.8981953
9225,9225,-79.2562602,43.8982385
9226,9226,-79.2556836,43.8982511
9227,9227,-79.255633,43.8983782
9228,9228,-79.2549422,43.8984923
9229,9229,-79.2530458,43.8990838
9230,9230,-79.2629324,43.8876479
9231,9231,-79.2626894,43.8865781
9232,9232,-79.2616255,43.8868213
9233,9233,-79.2635307,43.8901051
9234,9234,-79.2484243,43.8855437
9235,9235,-79.2508472,43.8858846
9236,9236,-79.2498527,43.886305
9237,9237,-79.2584758,43.8811331
9238,9238,-79.2586157,43.8816211
9239,9239,-79.2587558,43.8818521
9240,9240,-79.2582465,43.8819641
9241,9241,-79.2570341,43.8905417
9242,9242,-79.2573285,43.8911691
9243,9243,-79.2496642,43.8769658
9244,9244,-79.2499189,43.87775
9245,9245,-79.2803708,43.882364
9246,9246,-79.2802311,43.8824908
9247,9247,-79.2794955,43.8825791
9248,9248,-79.2797603,43.8825817
9249,9249,-79.2804869,43.8826412
9250,9250,-79.2554832,43.8849566
9251,9251,-79.2565964,43.8875385
9252,9252,-79.2564326,43.8878896
9253,9253,-79.2558819,43.8879057
9254,9254,-79.2541397,43.8830081
9255,9255,-79.2544067,43.8835824
9256,9256,-79.2545733,43.8838127
9257,9257,-79.2548424,43.8839244
9258,9258,-79.2536018,43.8844401
9259,9259,-79.2551241,43.8844743
9260,9260,-79.2550118,43.8850795
9261,9261,-79.2702116,43.885457
9262,9262,-79.2584513,43.8758473
9263,9263,-79.2631565,43.8820631
9264,9264,-79.2626187,43.8840651
9265,9265,-79.2704632,43.8842213
9266,9266,-79.2703362,43.88423
9267,9267,-79.2704029,43.8843411
9268,9268,-79.2805333,43.888455
9269,9269,-79.2806204,43.8762441
9270,9270,-79.276749,43.880655
9271,9271,-79.2500704,43.8785136
9272,9272,-79.2620218,43.8896361
9273,9273,-79.2611958,43.8897202
9274,9274,-79.2627985,43.8898105
9275,9275,-79.2622176,43.8899567
9276,9276,-79.2507327,43.880666
9277,9277,-79.2509705,43.8812282
9278,9278,-79.2617139,43.8753548
9279,9279,-79.2615604,43.8758958
9280,9280,-79.2604076,43.8761398
9281,9281,-79.2722027,43.8764284
9282,9282,-79.2835759,43.8926428
9283,9283,-79.2855817,43.8932654
9284,9284,-79.285495,43.8933299
9285,9285,-79.2857292,43.893331
9286,9286,-79.2857048,43.8934249
9287,9287,-79.287619,43.8957808
9288,9288,-79.2747522,43.8970992
9289,9289,-79.2744294,43.897212
9290,9290,-79.2743222,43.8974484
9291,9291,-79.2744737,43.8978273
9292,9292,-79.2603386,43.8933809
9293,9293,-79.2605122,43.8946095
9294,9294,-79.2613673,43.8925439
9295,9295,-79.3057684,43.8612162
9296,9296,-79.3073573,43.86144
9297,9297,-79.3057217,43.8615363
9298,9298,-79.3049639,43.8615989
9299,9299,-79.3068299,43.8616927
9300,9300,-79.3064901,43.8617674
9301,9301,-79.3060955,43.861854
9302,9302,-79.3059019,43.8619045
9303,9303,-79.3068805,43.8619612
9304,9304,-79.3077846,43.8620249
9305,9305,-79.3053225,43.8620353
9306,9306,-79.3050274,43.8621019
9307,9307,-79.3060153,43.8621531
9308,9308,-79.3062174,43.8621066
9309,9309,-79.3070021,43.8621962
9310,9310,-79.3059315,43.8621744
9311,9311,-79.3054407,43.8622932
9312,9312,-79.3065428,43.8622968
9313,9313,-79.3050137,43.8623935
9314,9314,-79.3071437,43.8624196
9315,9315,-79.3060661,43.8624862
9316,9316,-79.3067732,43.8628745
9317,9317,-79.3062758,43.8630309
9318,9318,-79.2378379,43.9044457
9319,9319,-79.2448137,43.9013727
9320,9320,-79.2442247,43.9013757
9321,9321,-79.243927,43.9015139
9322,9322,-79.2442113,43.901514
9323,9323,-79.2398865,43.9028245
9324,9324,-79.2384332,43.9029944
9325,9325,-79.2399012,43.9032137
9326,9326,-79.2399018,43.9032321
9327,9327,-79.2393476,43.9032797
9328,9328,-79.2388239,43.9033462
9329,9329,-79.2383146,43.9033642
9330,9330,-79.2382681,43.904282
9331,9331,-79.2388212,43.9044418
9332,9332,-79.2393289,43.9044858
9333,9333,-79.2398744,43.904509
9334,9334,-79.1892682,43.8865857
9335,9335,-79.2343684,43.8910929
9336,9336,-79.2361295,43.8914425
9337,9337,-79.2348189,43.8914778
9338,9338,-79.2348378,43.8916216
9339,9339,-79.2492442,43.8914381
9340,9340,-79.2482873,43.8915317
9341,9341,-79.231077,43.896788
9342,9342,-79.2308739,43.8968226
9343,9343,-79.2311507,43.8970492
9344,9344,-79.2309398,43.8970858
9345,9345,-79.2305525,43.8972771
9346,9346,-79.2345538,43.8963915
9347,9347,-79.2331416,43.8964197
9348,9348,-79.2344956,43.8966367
9349,9349,-79.243165,43.8881605
9350,9350,-79.2434262,43.8887793
9351,9351,-79.2422345,43.8847263
9352,9352,-79.2431852,43.8854544
9353,9353,-79.2420998,43.886529
9354,9354,-79.2478142,43.8902471
9355,9355,-79.2470939,43.8910265
9356,9356,-79.2472808,43.8914152
9357,9357,-79.2473964,43.8924657
9358,9358,-79.2436675,43.8927389
9359,9359,-79.2439691,43.8928514
9360,9360,-79.2434783,43.8930007
9361,9361,-79.2417857,43.8931257
9362,9362,-79.2420453,43.8933708
9363,9363,-79.2418822,43.8939153
9364,9364,-79.2149494,43.8800292
9365,9365,-79.2160281,43.8802871
9366,9366,-79.215962,43.8805925
9367,9367,-79.2164608,43.882008
9368,9368,-79.2104052,43.8839957
9369,9369,-79.2101883,43.8840359
9370,9370,-79.2189285,43.9144599
9371,9371,-79.2178138,43.9145319
9372,9372,-79.2178441,43.914663
9373,9373,-79.2132622,43.9156697
9374,9374,-79.4211611,43.8055327
9375,9375,-79.4216339,43.8056031
9376,9376,-79.421219,43.8056895
9377,9377,-79.421703,43.8057867
9378,9378,-79.421289,43.8058682
9379,9379,-79.4217375,43.8059589
9380,9380,-79.4213511,43.8060298
9381,9381,-79.4217909,43.8061333
9382,9382,-79.4214223,43.8062151
9383,9383,-79.4214959,43.8064067
9384,9384,-79.4218242,43.8072619
9385,9385,-79.3561868,43.8442601
9386,9386,-79.3541655,43.844304
9387,9387,-79.3544702,43.844232
9388,9388,-79.3558914,43.8443277
9389,9389,-79.3562624,43.8443523
9390,9390,-79.3559306,43.8444286
9391,9391,-79.355631,43.8445493
9392,9392,-79.354571,43.8446101
9393,9393,-79.3556768,43.8447466
9394,9394,-79.3557142,43.8449077
9395,9395,-79.3549436,43.8449124
9396,9396,-79.354265,43.8450659
9397,9397,-79.3550113,43.8450697
9398,9398,-79.355753,43.8450752
9399,9399,-79.35434,43.8452245
9400,9400,-79.355087,43.8452258
9401,9401,-79.3557935,43.8452496
9402,9402,-79.3544127,43.8453783
9403,9403,-79.3551602,43.8453877
9404,9404,-79.3558612,43.8454206
9405,9405,-79.3564475,43.8454521
9406,9406,-79.3544865,43.8455345
9407,9407,-79.3552407,43.8455638
9408,9408,-79.3559296,43.8455736
9409,9409,-79.3564851,43.8456205
9410,9410,-79.3545742,43.8457176
9411,9411,-79.3553156,43.8457176
9412,9412,-79.3559982,43.8457352
9413,9413,-79.354648,43.8458742
9414,9414,-79.3553811,43.8458805
9415,9415,-79.3560752,43.8458964
9416,9416,-79.3554492,43.8460371
9417,9417,-79.3547328,43.846054
9418,9418,-79.3548073,43.8462118
9419,9419,-79.3535921,43.8462554
9420,9420,-79.3538173,43.8462634
9421,9421,-79.3556264,43.846266
9422,9422,-79.3555058,43.8462953
9423,9423,-79.4241336,43.8164053
9424,9424,-79.4234662,43.8166063
9425,9425,-79.4243362,43.8167334
9426,9426,-79.4235307,43.8167586
9427,9427,-79.4232234,43.8168591
9428,9428,-79.4246149,43.8169316
9429,9429,-79.4243814,43.8169793
9430,9430,-79.4233379,43.8170134
9431,9431,-79.4238673,43.8170841
9432,9432,-79.4237195,43.8171143
9433,9433,-79.4232227,43.8171788
9434,9434,-79.4241745,43.8172745
9435,9435,-79.4238448,43.8172614
9436,9436,-79.4237817,43.8172728
9437,9437,-79.4232698,43.8173649
9438,9438,-79.4238389,43.8175956
9439,9439,-79.4236472,43.8247757
9440,9440,-79.4238551,43.8252552
9441,9441,-79.4239884,43.8256113
9442,9442,-79.4216695,43.8263746
9443,9443,-79.4210602,43.8265085
9444,9444,-79.4199977,43.8267437
9445,9445,-79.4270738,43.8281422
9446,9446,-79.4205545,43.8295585
9447,9447,-79.4164157,43.8301681
9448,9448,-79.4165441,43.8302007
9449,9449,-79.4133018,43.8244516
9450,9450,-79.41408,43.824485
9451,9451,-79.4132938,43.8245391
9452,9452,-79.4140697,43.8245784
9453,9453,-79.4140278,43.8250859
9454,9454,-79.4253959,43.8202394
9455,9455,-79.4255654,43.8217464
9456,9456,-79.342247,43.8534701
9457,9457,-79.3420783,43.8537551
9458,9458,-79.3433833,43.8536101
9459,9459,-79.3432678,43.8536394
9460,9460,-79.3431383,43.8536888
9461,9461,-79.3429814,43.8537087
9462,9462,-79.3350156,43.8549384
9463,9463,-79.3384458,43.8481469
9464,9464,-79.3382862,43.8486668
9465,9465,-79.3402907,43.84662
9466,9466,-79.3386837,43.8466965
9467,9467,-79.3400273,43.8469665
9468,9468,-79.3406261,43.8472089
9469,9469,-79.3436185,43.8473675
9470,9470,-79.3421579,43.8473968
9471,9471,-79.3369299,43.8507002
9472,9472,-79.3372963,43.8511931
9473,9473,-79.3375537,43.8515196
9474,9474,-79.3381368,43.8522942
9475,9475,-79.3394264,43.8537935
9476,9476,-79.3403011,43.8548343
9477,9477,-79.3416112,43.8561166
9478,9478,-79.3414146,43.8561243
9479,9479,-79.3416915,43.8561397
9480,9480,-79.3414906,43.8561572
9481,9481,-79.341468,43.8561916
9482,9482,-79.3417402,43.856204
9483,9483,-79.3780735,43.8453836
9484,9484,-79.3462996,43.8523839
9485,9485,-79.3395444,43.8540177
9486,9486,-79.3779667,43.844585
9487,9487,-79.3780405,43.8447534
9488,9488,-79.3501776,43.849999
9489,9489,-79.3507358,43.851329
9490,9490,-79.3505297,43.8498492
9491,9491,-79.3510711,43.8498965
9492,9492,-79.3504479,43.8500416
9493,9493,-79.351122,43.8500497
9494,9494,-79.3504996,43.850181
9495,9495,-79.3511728,43.8502029
9496,9496,-79.3512164,43.8503341
9497,9497,-79.351248,43.8504791
9498,9498,-79.3504409,43.8504893
9499,9499,-79.3503318,43.8505136
9500,9500,-79.3512812,43.8506311
9501,9501,-79.3507212,43.8507338
9502,9502,-79.3513126,43.8507752
9503,9503,-79.3508102,43.8508536
9504,9504,-79.3506291,43.8509418
9505,9505,-79.350528,43.8509685
9506,9506,-79.350264,43.8510233
9507,9507,-79.3496404,43.8511529
9508,9508,-79.3494511,43.8511923
9509,9509,-79.3496041,43.8513282
9510,9510,-79.3490585,43.8484884
9511,9511,-79.3507713,43.8486092
9512,9512,-79.35006,43.8487427
9513,9513,-79.349213,43.8489165
9514,9514,-79.3480371,43.8491923
9515,9515,-79.3510209,43.8495516
9516,9516,-79.349485,43.8495765
9517,9517,-79.3504573,43.8497004
9518,9518,-79.3534905,43.8504036
9519,9519,-79.3536231,43.8507159
9520,9520,-79.348845,43.8480344
9521,9521,-79.3480998,43.848205
9522,9522,-79.3473275,43.8485384
9523,9523,-79.3506822,43.8486259
9524,9524,-79.3499369,43.84789
9525,9525,-79.3505975,43.8479502
9526,9526,-79.3505237,43.8479716
9527,9527,-79.3502393,43.8479926
